epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
144,3910.98,1.43704,1.12106,1.04572,0.47355,0.37533,0.38205,0.22987,1.39309,1.10261,1.03477,0.01426,0.01426,0.01426
145,3928.84,1.42485,1.1182,1.04462,0.47615,0.37348,0.38208,0.22986,1.39266,1.10241,1.03454,0.01408,0.01408,0.01408
146,3946.72,1.41815,1.11687,1.04579,0.47485,0.37574,0.38234,0.23007,1.39251,1.10244,1.0344,0.0139,0.0139,0.0139
147,3964.1,1.43591,1.12209,1.04003,0.47373,0.37756,0.38264,0.2302,1.39253,1.10207,1.03422,0.01372,0.01372,0.01372
148,3981.87,1.44086,1.13678,1.04733,0.47857,0.37621,0.38279,0.23029,1.39203,1.10194,1.03392,0.01354,0.01354,0.01354
149,4002.21,1.42746,1.12609,1.04597,0.47456,0.37667,0.38281,0.23034,1.39183,1.10151,1.0338,0.01336,0.01336,0.01336
150,4021.33,1.42533,1.11155,1.04451,0.47831,0.37474,0.38221,0.23013,1.39127,1.10062,1.03359,0.01318,0.01318,0.01318
151,4040.04,1.43858,1.1259,1.04934,0.48026,0.37376,0.38249,0.23024,1.39142,1.1003,1.0335,0.013,0.013,0.013
152,4057.45,1.42094,1.10674,1.03815,0.48115,0.3741,0.38299,0.23053,1.39187,1.1001,1.03348,0.01282,0.01282,0.01282
153,4076.74,1.43369,1.12475,1.04474,0.47774,0.37713,0.38341,0.23096,1.39151,1.09972,1.03331,0.01264,0.01264,0.01264
154,4094.49,1.43565,1.11689,1.04111,0.47882,0.37691,0.38396,0.23125,1.39103,1.09952,1.03311,0.01246,0.01246,0.01246
155,4112.12,1.41835,1.11158,1.04019,0.47599,0.37885,0.38441,0.23153,1.3911,1.09936,1.03291,0.01228,0.01228,0.01228
156,4131.23,1.43621,1.11738,1.04178,0.47996,0.37632,0.38446,0.2315,1.391,1.09912,1.03296,0.0121,0.0121,0.0121
157,4148.75,1.40303,1.09014,1.03999,0.47965,0.37728,0.38485,0.23172,1.391,1.09864,1.03291,0.01192,0.01192,0.01192
158,4166.08,1.41278,1.09575,1.0423,0.48062,0.37646,0.38475,0.23189,1.39078,1.09827,1.03279,0.01174,0.01174,0.01174
159,4185.67,1.42447,1.09093,1.03556,0.48215,0.3772,0.38506,0.23197,1.39068,1.09791,1.03272,0.01156,0.01156,0.01156
160,4204.17,1.41234,1.08388,1.04104,0.48644,0.37485,0.38554,0.23237,1.39081,1.09782,1.03276,0.01138,0.01138,0.01138
161,4222.54,1.41739,1.10448,1.04044,0.48566,0.37563,0.3857,0.23257,1.39068,1.09756,1.03253,0.0112,0.0112,0.0112
162,4243.14,1.42226,1.09834,1.03961,0.486,0.37571,0.38573,0.23256,1.39052,1.09736,1.03255,0.01102,0.01102,0.01102
163,4261.83,1.42083,1.10255,1.04202,0.48642,0.3767,0.38559,0.23295,1.39033,1.09732,1.03236,0.01084,0.01084,0.01084
164,4283.98,1.42485,1.10272,1.04126,0.48888,0.37556,0.38565,0.23276,1.39024,1.0971,1.03225,0.01066,0.01066,0.01066
165,4303.77,1.42442,1.10211,1.04092,0.49142,0.37481,0.38558,0.23286,1.39041,1.09673,1.03212,0.01048,0.01048,0.01048
166,4321.93,1.41418,1.0967,1.04077,0.49301,0.37442,0.38565,0.23292,1.39017,1.09696,1.032,0.0103,0.0103,0.0103
167,4339.28,1.41684,1.10502,1.03335,0.49187,0.37549,0.38567,0.23306,1.38975,1.09676,1.03177,0.01012,0.01012,0.01012
168,4356.71,1.42966,1.11533,1.04577,0.49528,0.37486,0.38569,0.23301,1.3899,1.09651,1.03167,0.00994,0.00994,0.00994
169,4374.76,1.42028,1.09778,1.03644,0.49373,0.37585,0.38579,0.2331,1.38978,1.09644,1.03161,0.00976,0.00976,0.00976
170,4393.24,1.39546,1.08908,1.03514,0.4948,0.37585,0.38569,0.23329,1.3896,1.0963,1.03151,0.00958,0.00958,0.00958
171,4410.43,1.40097,1.07827,1.0314,0.49615,0.3759,0.38564,0.23306,1.38954,1.09599,1.03137,0.0094,0.0094,0.0094
172,4427.7,1.40656,1.08845,1.038,0.49638,0.37557,0.38572,0.23306,1.38971,1.09589,1.03133,0.00922,0.00922,0.00922
173,4447.2,1.42245,1.08784,1.03393,0.49404,0.37663,0.38581,0.23305,1.38978,1.09587,1.03138,0.00904,0.00904,0.00904
174,4468.26,1.40322,1.07136,1.02754,0.498,0.37507,0.38588,0.23306,1.38984,1.09544,1.03134,0.00886,0.00886,0.00886
175,4487.31,1.39596,1.0764,1.03533,0.49857,0.37465,0.38605,0.23333,1.38998,1.09579,1.03128,0.00868,0.00868,0.00868
176,4506.06,1.40955,1.08082,1.03246,0.49961,0.37453,0.38604,0.23337,1.3897,1.09564,1.03118,0.0085,0.0085,0.0085
177,4523.94,1.40685,1.08146,1.03116,0.49953,0.37423,0.38617,0.23351,1.38976,1.09583,1.03121,0.00832,0.00832,0.00832
178,4544.6,1.39897,1.07872,1.03022,0.49709,0.37531,0.38621,0.23359,1.38974,1.09581,1.03112,0.00814,0.00814,0.00814
179,4564.63,1.42145,1.08645,1.04094,0.49969,0.37423,0.38659,0.23383,1.38958,1.09575,1.03105,0.00796,0.00796,0.00796
180,4582.2,1.40439,1.07495,1.03494,0.49871,0.37473,0.38686,0.23412,1.3893,1.09552,1.03095,0.00778,0.00778,0.00778
181,4599.78,1.39496,1.073,1.02893,0.49887,0.37436,0.38687,0.23415,1.38925,1.09541,1.03091,0.0076,0.0076,0.0076
182,4616.99,1.39306,1.06741,1.02747,0.50092,0.37325,0.38716,0.2343,1.38935,1.09568,1.03093,0.00742,0.00742,0.00742
183,4634.38,1.40778,1.07065,1.02513,0.5014,0.37283,0.38684,0.23423,1.38908,1.09557,1.03082,0.00724,0.00724,0.00724
184,4651.71,1.41577,1.08453,1.03563,0.5004,0.37324,0.38705,0.23421,1.38897,1.09567,1.03078,0.00706,0.00706,0.00706
185,4670.92,1.40685,1.07244,1.03337,0.50015,0.37397,0.38729,0.23444,1.38888,1.09548,1.03066,0.00688,0.00688,0.00688
186,4690.23,1.39243,1.07499,1.03124,0.50043,0.37275,0.38712,0.23437,1.38898,1.09547,1.03069,0.0067,0.0067,0.0067
187,4707.82,1.40879,1.07338,1.03366,0.49948,0.3736,0.38673,0.23415,1.38898,1.09563,1.03071,0.00652,0.00652,0.00652
